case	consumer	surface	output_shape	status_bearing	digest_bearing	server_unreachable	verdict	mandated_by	baseline_provenance
arms/A1/c12-routing-omitted-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c12-routing-omitted-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c12-routing-omitted-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c12-routing-omitted-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c12-routing-omitted-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c13-same-display-routing-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c13-same-display-routing-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c13-same-display-routing-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c13-same-display-routing-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c13-same-display-routing-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c14-display-only-legacy-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c14-display-only-legacy-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c14-display-only-legacy-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c14-display-only-legacy-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c15-meta-unknown-keys-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c17-unknown-action-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c17-unknown-action-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c17-unknown-action-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c17-unknown-action-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c17-unknown-action-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c19-partial-tail-ro/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-ro/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-ro/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-ro/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-ro/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c19-partial-tail-ro/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c19-partial-tail-rw/consumers.tsv	list	ae list	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-rw/consumers.tsv	list-json	ae list	digest	no	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-rw/consumers.tsv	list-all	ae list	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	yes	EXPECTED-DIVERGENCE	SC-509d+SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-rw/consumers.tsv	ls-alias	ae ls	neither	no	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-rw/consumers.tsv	ls-alias-all	ae ls	human-status	yes	no	yes	EXPECTED-DIVERGENCE	SC-017l/m	OBSERVED
arms/A1/c19-partial-tail-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c19-partial-tail-rw/consumers.tsv	events-tail	helper:events-tail	neither	no	no	yes	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s0-baseline-clocale/list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s0-baseline-clocale/list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list-all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_running	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_running_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_running	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_running_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_all_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_all	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_all_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_stopped	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_stopped_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_stopped	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_stopped_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_needsattn_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_needsattn	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_needsattn_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_needsme	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_needsme_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_needsme	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_needsme_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_needs	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_needs_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_needs	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_needs_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_attn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_attn_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_attn	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_attn_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_active_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_active	ae ls	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_active_json	ae ls	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_busy	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_busy_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	ls_busy	ae ls	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	ls_busy_json	ae ls	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	inter_needsattnall	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	inter_needsattnall_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	inter_allneedsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	inter_allneedsattn_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	inter_activeall	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	inter_activeall_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	inter_allactive	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	inter_allactive_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	inter_needsattnstopped	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	inter_needsattnstopped_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
