case	consumer	surface	rc_base	rc_suc	stdout_cmp	stderr_cmp	clone_fp	clone_fp_recorded	why
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	d98f367c888f1536a27f2642db30c25bed7ba377bd17bdb0b67f9bb69470fb66	2e6d148627736058c398bdeb40169c564a61e784ab51cadb22eb2f62547ffa50	digest-scored
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	list-all	ae list	0	0	differ	differ	d98f367c888f1536a27f2642db30c25bed7ba377bd17bdb0b67f9bb69470fb66	2e6d148627736058c398bdeb40169c564a61e784ab51cadb22eb2f62547ffa50	human-differ
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	d98f367c888f1536a27f2642db30c25bed7ba377bd17bdb0b67f9bb69470fb66	2e6d148627736058c398bdeb40169c564a61e784ab51cadb22eb2f62547ffa50	digest-scored
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	d98f367c888f1536a27f2642db30c25bed7ba377bd17bdb0b67f9bb69470fb66	2e6d148627736058c398bdeb40169c564a61e784ab51cadb22eb2f62547ffa50	human-differ
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	d98f367c888f1536a27f2642db30c25bed7ba377bd17bdb0b67f9bb69470fb66	2e6d148627736058c398bdeb40169c564a61e784ab51cadb22eb2f62547ffa50	human-differ
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	2e6d148627736058c398bdeb40169c564a61e784ab51cadb22eb2f62547ffa50	helper-not-in-rust-cli
arms/A1/c15-meta-unknown-keys-rw/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	2e6d148627736058c398bdeb40169c564a61e784ab51cadb22eb2f62547ffa50	helper-not-in-rust-cli
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list	ae list	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	human-differ
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	digest-scored
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list-all	ae list	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	human-differ
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	digest-scored
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	human-differ
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	human-differ
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	helper-not-in-rust-cli
arms/A1/c16-events-unknown-keys-ro/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	27f3dcb2d61df9482caab93330f5d4373842007e7d223ad1a8a114627f2c4495	helper-not-in-rust-cli
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list	ae list	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	human-differ
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	digest-scored
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list-all	ae list	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	human-differ
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	digest-scored
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	human-differ
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	e51113e9ec65b0d511fbe1885367cc155660ef4de7cd5f7b16c0b896d8682975	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	human-differ
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	helper-not-in-rust-cli
arms/A1/c16-events-unknown-keys-rw/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	b6bf1820d37210e25d00a91fbc70d8b8117a6430cbde58ce5bac9f12851a318d	helper-not-in-rust-cli
arms/A1/c17-unknown-action-ro/consumers.tsv	list	ae list	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	human-differ
arms/A1/c17-unknown-action-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	digest-scored
arms/A1/c17-unknown-action-ro/consumers.tsv	list-all	ae list	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	human-differ
arms/A1/c17-unknown-action-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	digest-scored
arms/A1/c17-unknown-action-ro/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	human-differ
arms/A1/c17-unknown-action-ro/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	human-differ
arms/A1/c17-unknown-action-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	helper-not-in-rust-cli
arms/A1/c17-unknown-action-ro/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	9d39d69a507af1f96ebec0443ecc78cb6c6c19e7ee784fb291b23099807dcb0f	helper-not-in-rust-cli
arms/A1/c17-unknown-action-rw/consumers.tsv	list	ae list	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	human-differ
arms/A1/c17-unknown-action-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	digest-scored
arms/A1/c17-unknown-action-rw/consumers.tsv	list-all	ae list	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	human-differ
arms/A1/c17-unknown-action-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	digest-scored
arms/A1/c17-unknown-action-rw/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	human-differ
arms/A1/c17-unknown-action-rw/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	85e6fb59cd59dbef7aebbd6cbef7f6c242bab73ab7cade8a9c8d96382ad4b776	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	human-differ
arms/A1/c17-unknown-action-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	helper-not-in-rust-cli
arms/A1/c17-unknown-action-rw/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	e1f8c849e17e3ea93939c281aaab642c365b7392ac53fdc6d8bb84719b1d4e52	helper-not-in-rust-cli
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list	ae list	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	human-differ
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	digest-scored
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list-all	ae list	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	human-differ
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	digest-scored
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	human-differ
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	human-differ
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	helper-not-in-rust-cli
arms/A1/c18-no-trailing-newline-ro/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	d644c1fc58dbfb2769cc2f06ddbf1aaab2d004a8300e8ead920ea1b0688d7b16	helper-not-in-rust-cli
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list	ae list	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	human-differ
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	digest-scored
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list-all	ae list	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	human-differ
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	digest-scored
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	human-differ
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	1c0c7eb896f8cc514bc16965faff03108b4ded4160356bff3b9456a5c56a730b	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	human-differ
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	helper-not-in-rust-cli
arms/A1/c18-no-trailing-newline-rw/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	5ad4e8108ee97ba2d72176a1053be7f06d44f7967a47e400881d991b47e3091e	helper-not-in-rust-cli
arms/A1/c19-partial-tail-ro/consumers.tsv	list	ae list	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	human-differ
arms/A1/c19-partial-tail-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	digest-scored
arms/A1/c19-partial-tail-ro/consumers.tsv	list-all	ae list	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	human-differ
arms/A1/c19-partial-tail-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	digest-scored
arms/A1/c19-partial-tail-ro/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	human-differ
arms/A1/c19-partial-tail-ro/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	human-differ
arms/A1/c19-partial-tail-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	helper-not-in-rust-cli
arms/A1/c19-partial-tail-ro/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	f75a4ebe46759eae10217f00cbe1a93b321ceb46f02bab401a791d98accb5b3d	helper-not-in-rust-cli
arms/A1/c19-partial-tail-rw/consumers.tsv	list	ae list	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	human-differ
arms/A1/c19-partial-tail-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	digest-scored
arms/A1/c19-partial-tail-rw/consumers.tsv	list-all	ae list	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	human-differ
arms/A1/c19-partial-tail-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	digest-scored
arms/A1/c19-partial-tail-rw/consumers.tsv	ls-alias	ae ls	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	human-differ
arms/A1/c19-partial-tail-rw/consumers.tsv	ls-alias-all	ae ls	0	0	differ	differ	16bb0d8557995192017f92953e414bfc7ef16cb9b64a92555a0850ce114dd41f	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	human-differ
arms/A1/c19-partial-tail-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	helper-not-in-rust-cli
arms/A1/c19-partial-tail-rw/consumers.tsv	events-tail	helper:events-tail	143	-	unimplemented	unimplemented	-	46ff5fa69ee89099188b7c4e72c59f460618f70c92eaf95aaa2910f7c2638b74	helper-not-in-rust-cli
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list-json	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list-all	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s0-baseline/requests-all	helper:requests	0	-	unimplemented	unimplemented	-		helper-not-in-rust-cli
arms/A1/c20-405k-live/consumers.tsv	s0-baseline-clocale/list	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s0-baseline-clocale/list-json	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list-json	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list-all	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/requests-all	helper:requests	0	-	unimplemented	unimplemented	-		helper-not-in-rust-cli
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list-json	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list-all	ae list	0	-	no-template	no-template	-		no-template
arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/requests-all	helper:requests	0	-	unimplemented	unimplemented	-		helper-not-in-rust-cli
arms/A2/c01-filters-ro/consumers.tsv	list	ae list	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	list_json	ae list	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	ls	ae ls	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	ls_json	ae ls	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	list_running	ae list	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	list_running_json	ae list	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	ls_running	ae ls	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	ls_running_json	ae ls	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	list_all	ae list	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	list_all_json	ae list	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	ls_all	ae ls	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	ls_all_json	ae ls	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	list_stopped	ae list	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	list_stopped_json	ae list	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	ls_stopped	ae ls	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	ls_stopped_json	ae ls	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	list_needsattn	ae list	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	list_needsattn_json	ae list	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	ls_needsattn	ae ls	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	ls_needsattn_json	ae ls	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	list_needsme	ae list	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	list_needsme_json	ae list	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	ls_needsme	ae ls	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	ls_needsme_json	ae ls	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
arms/A2/c01-filters-ro/consumers.tsv	list_needs	ae list	0	0	differ	differ	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	human-differ
arms/A2/c01-filters-ro/consumers.tsv	list_needs_json	ae list	0	0	pass	empty-ok	beb78777b5a4734e2c4c455e02a773e37e8e703d53d49159ff08050a30c468ab	30d1803e4b1dffb513cab1c409cbfda50033411f60e9eefc4e8fe02c1fb2311f	digest-scored
